PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajustes de amortiguación,Color,Homologación,Longitud (mm),Spring Rate,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1021968,60298,SC131YGB01,BITUBO,BITUB REAR SHOCK,Amortiguadores Bitubo gas scooter muelle rojo/negro SC131YGB01,326.99,270.24,175.66,8033914162108,1,8714109090,0,1,"Amortiguadores Bitubo YGB. Simple y eficaz para tu scooter. La mejor funcionalidad en terrenos dispares.<br>- Amortiguadores traseros dobles, cámara individual presurizada con gas Nitrógeno.<br>- Ajustes específicos para cada modelo de scooter.<br>- El sistema de muelle con doble dureza asegura un confort inicial junto con una progresión de fuerza según la aceleración, que aseguran el mejor funcionamiento en cualquier situación y/o terreno.<br>- Precarga regulable continua.<br>","Amortiguadores Bitubo YGB. Simple y eficaz para tu scooter. La mejor funcionalidad en terrenos dispares.- Amortiguadores traseros dobles, cámara individual presurizada con gas Nitrógeno.- Ajustes específicos para cada modelo de scooter.- El sistema de muelle con doble dureza asegura un confort inicial junto con una progresión de fuerza según la aceleración, que aseguran el mejor funcionamiento en cualquier situación y/o terreno.- Precarga regulable continua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7604,3380,177,457,94,,,,,,https://api.mybihr.com/medias/1021968-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkyOTN8aW1hZ2UvanBlZ3xhRGMzTDJnMVpTOHhOVFF4TnpZMk1USTVNalUzTkM4eE1ESXhPVFk0TFRGZk9EQXdWM2c0TURCSXwxY2M3MDkzMWRhZTkwNmY3N2UzNGE4OTc0NDUyMjVjNmQyNmQ2ZWYzYTI1OWNiYjE5NGQyZDRjN2U5Y2VjMzI1,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1022091,59853,MFX0516WO,BITUBO,BITUB FRK SPRING OFFROAD,Muelles de horquilla Off Road Bitubo MFX0516WO,165.49,136.77,88.90,8033914179489,1,8714109090,0,1,"<p>Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.<br>La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial&nbsp;para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un </p><p>alto rendimiento durante muchísimo tiempo.<br>El kit incluye indicadores recomendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.</p>","
Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un 
alto rendimiento durante muchísimo tiempo.El kit incluye indicadores recomendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,3450,1284,89,791,49,,,,,,https://api.mybihr.com/medias/1022091-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODM5MTF8aW1hZ2UvanBlZ3xhREJoTDJneVpTOHhOVFF4T0RBeU1qY3lNell4TkM4eE1ESXlNRGt4TFRGZk9EQXdWM2c0TURCSXxlZTQxZWI3MDkyMjM4Mzc3ODgwMjhmMjllNWExM2NjODM1YjNiOTNjOTQ4NjgyM2Q3YzM4YmRkNzQ0MzY5Y2Vh,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1022099,59840,MFX0622WO,BITUBO,BITUB FRK SPRING OFFROAD,Muelles de horquilla Off Road Bitubo MFX0622WO,165.49,136.77,88.90,8033914179649,1,8714109090,0,1,"Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.<br>La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo.<br>El kit incluye indicadores recmendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.","Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo.El kit incluye indicadores recmendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2880,1276,800,90,40,,,,,,https://api.mybihr.com/medias/1022099-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODM5MTF8aW1hZ2UvanBlZ3xhR00xTDJobFl5OHhOVFF4T0RBeU5UZzJPVE0wTWk4eE1ESXlNRGs1TFRGZk9EQXdWM2c0TURCSXw1Y2RmZDhlOTYzZTg2YmNkNmZlMjUwNjYxMzQ0ZWY0ZjA2YjhjMDY5MDU3M2EyMmMyYjJhMGUwMTFkM2Y1NTBm,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1022085,59837,MFX0318WO,BITUBO,BITUB FRK SPRING OFFROAD,Muelles de horquilla Off Road Bitubo MFX0318WO,165.49,136.77,88.90,8033914181673,1,8714109090,0,1,"Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.<br>La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo.<br>El kit incluye indicadores recmendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.","Muelles de horquilla MFX: La rigidez adecuada para tu Moto Off Road.La elección para la rigidez mas adecuada segun el peso del piloto y las condiciones del terreno es esencial para el Off Road de alto nivel. Los muelles de horquilla Bitubo están fabricados en acero con aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo.El kit incluye indicadores recmendados de viscosidad y niveles acordes con la experiencia de nuestro departamento de I+D.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,3467,1114,89,795,49,,,,,,https://api.mybihr.com/medias/1022085-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODM5MTF8aW1hZ2UvanBlZ3xhREUyTDJobFpTOHhOVFF4T0RBeU1ESTVPRGM0TWk4eE1ESXlNRGcxTFRGZk9EQXdWM2c0TURCSXw2NjkxNjkxZWI0ZTVjN2Y5ZDFmYjJhNTNkMmQzMTAyOGQzZjIxYTc5Mzk3OTIxZGIwMGY0ZGI1OWY2M2RmNTEy,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021928,60597,SC148WAB01,BITUBO,BITUB REAR SHOCK,Amortiguador delantero gas scooter Bitubo SC148WAB01,359.37,297.00,170.00,8033914087524,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7714,1855,455,173,98,,,,,,https://api.mybihr.com/medias/1021928-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2MDF8aW1hZ2UvanBlZ3xhRFl5TDJoa05TOHhOVFF4TnpZME16STNNREUzTkM4eE1ESXhPVEk0TFRGZk9EQXdWM2c0TURCSXw1NDEzN2ExZDJhNGU1Y2Q1MTNiY2ZjZDkzOWIyYTdmODEyMzA5ZTg4ZTQxZWQzYmFmODY1OGVjMTcwNjIxYzFm,https://api.mybihr.com/medias/1021928-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjgzOTR8aW1hZ2UvanBlZ3xhR1ZtTDJobE1pOHhOVFF4TnpZME16WTJNek01TUM4eE1ESXhPVEk0TFRKZk9EQXdWM2c0TURCSXw0Nzg3NmEyZGU0MGQ0MzQyOGY2NWVjZTRkYTcyODQxZjU0ZWM3Y2RhZjc5ZTJhYTQzY2U5NGI1ODM2N2JjZmVi,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021927,60598,PV035YAT01,BITUBO,BITUB REAR SHOCK,Amortiguador delantero gas botella Competición pro. Piaggio Bitubo PV035YAT01,500.94,414.00,240.00,8033914075101,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7344,2142,450,170,96,,,,,,https://api.mybihr.com/medias/1021927-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk2MzF8aW1hZ2UvanBlZ3xhRE14TDJnNE5pOHhOVFF4TnpZMU5UWTFOalEzT0M4eE1ESXhPVEkzTFRGZk9EQXdWM2c0TURCSXxmNzIwNWEyZmFhNDcxYzUxNzU1NDI3M2EyN2JmZDg3Mjc3NmE0OTU1YjQ5YTQ5ZTFkOTVjZjM5YjBkOTU2OTYx,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1022141,59797,MF043WO,BITUBO,BITUB FRK SPRING SCOOTER,Muelles de horquilla Scooter Bitubo MF043WO,191.18,158.00,102.70,8033914197827,2,8714109090,0,1,"<p><strong>Muelles de horquilla MF</strong>. ¡Obligatorios para mejorar la horquilla de tu scooter!</p><p><br>Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.</p>","
Muelles de horquilla MF. ¡Obligatorios para mejorar la horquilla de tu scooter!
Desarrollados en competición, para mejorar los modernos scooters y conseguir precisión y seguridad en la frenada. Los muelles de horquilla Bitubo MF para scooters están fabricados en aleación de aluminio Cr-Si, con tratamiento térmico, y estabilizados con granallado mediante bolas de acero garantizando un alto rendimiento durante muchísimo tiempo. Además, son progresivos (excepto los de Yamaha T-Max 500, Burgman 650 y X9 500 EVO), para mejorar y otorgar estabilidad de frenada, ya sea en uso deportivo o a plena carga. Incluye recomendaciones del tipo y cantidad de aceite a utilizar, así como instrucciones del montaje de los muelles en la horquilla.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,6962,924,455,170,90,,,,,,https://api.mybihr.com/medias/1022141-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg4OTB8aW1hZ2UvanBlZ3xhRGN6TDJnNU5TOHhOVFF4T0RBME1qVXhOVFE0Tmk4eE1ESXlNVFF4TFRGZk9EQXdWM2c0TURCSXxlNmZjMjhkNzEzN2IwZDljMmE4NmY1NmE0ZDVjNTg4OGMwYTRhZTkwYmUzNDc2NTY2MjdlZmM5NTY0ZGMzYjM5,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1107109,,SC205WME02V2,BITUBO,BITUB REAR SHOCK WME02V2,Doble amortiguador trasero BITUBO WME02V2,618.49,511.15,357.81,8033914204433,1,8714109090,0,1,"<p>Bitubo represents today the ideal solution for riders who want the best for their vehicle: performance, comfort, riding precision, and most of all, the quality of an excellent product that is constantly developed.</p>
<p>&nbsp;</p>
<ul>
	<li>Black spring</li>
	<li>Settings : preload, rebound</li>
	<li>Ø rod 12mm</li>
	<li>Ø body 36mm</li>
</ul>

<p>&nbsp;</p>","
Bitubo represents today the ideal solution for riders who want the best for their vehicle: performance, comfort, riding precision, and most of all, the quality of an excellent product that is constantly developed.

 

	Black spring
	Settings : preload, rebound
	Ø rod 12mm
	Ø body 36mm



 ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,7268,3527,457,171,93,,,,,,https://api.mybihr.com/medias/800Wx800H-1107109-1.jpg?context=bWFzdGVyfHJvb3R8MzM0NDJ8aW1hZ2UvanBlZ3xhRGxoTDJoaU5DOHlPVGsyTVRZeU1qUXlNVFV6TkM4NE1EQlhlRGd3TUVoZk1URXdOekV3T1MweExtcHdad3wyNGE4ODkyNWNkNzkyOWQ3NTg5MGNhYzhlNzhkNTdkZGQ1Y2Y4MTUwNDcyOWNhNDI0OWY5N2RkOTM1YWZmM2Y4,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021980,60054,G0015ABA00,BITUBO,BITUB CARTRIDGE FORK,Cartuchos de horquilla Nitro Moto Guzzi Bitubo G0015ABA00,317.49,262.39,170.55,8033914057244,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2720,1064,800,85,40,,,,,,https://api.mybihr.com/medias/1021980-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTkyMTR8aW1hZ2UvanBlZ3xhRFUyTDJnNE1pOHhOVFF4TnpZMk16WTFNVGczTUM4eE1ESXhPVGd3TFRGZk9EQXdWM2c0TURCSXw2OGY0OTZjOWFjZmIyMmIyMzhmYmEyZjIwODlhYzc2Y2MxMjg4NmUwMjcwNWZjYTczM2U1M2M4OWQ2MGZiMzYy,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1121712,,GR4343,BITUBO,BITUBO PNEUMATIC PRELOAD TANK FOR XXF,Depósito de precarga recargable BITUBO para amortiguador XXFB1,321.99,266.11,150.00,8033914168223,3,8714109090,0,1,"<p>Un depósito rellenable para accionar la precarga neumática del Mono XXFB1.</p>
<p>De pequeño tamaño, es extremadamente cómodo de usar; una característica esencial en las operaciones en el pitlane.</p>","
Un depósito rellenable para accionar la precarga neumática del Mono XXFB1.

De pequeño tamaño, es extremadamente cómodo de usar; una característica esencial en las operaciones en el pitlane.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2497,477,325,113,68,,,,,,https://api.mybihr.com/medias/800Wx800H-1121712-1.jpg?context=bWFzdGVyfHJvb3R8NjE3NTd8aW1hZ2UvanBlZ3xhRFZqTDJnMllTOHpNalEzTXpBMk56QXlPRFV4TUM4NE1EQlhlRGd3TUVoZk1URXlNVGN4TWkweExtcHdad3w0YTcxMzQ2MjNlNjgxZGVmMGI5MjQ5NDc0MjhiZDNlMjM5NTIyMzEzN2JjZDY4MTg5YWRmMTA3YzIyYWM4YzJl,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1043739,,GR0047,BITUBO,BITUB SHOCK ABS SERVICE KIT,Kit de reparación de amortiguador trasero BITUBO WZT / WAT / WAX,46.59,38.50,18.00,8033914099374,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a><a id=""_DX_FRAG_STARTFRAGMENT""></a>Complete kit to refurbish your shock absorbers </li><li>Extends the life of your shock absorbers </li><li>Keeps the shock absorbers efficient </li><li>Economical solution; do not buy a new shock absorber </li><li>A custom-made kit for each shock absorber<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","        Complete kit to refurbish your shock absorbers Extends the life of your shock absorbers Keeps the shock absorbers efficient Economical solution; do not buy a new shock absorber A custom-made kit for each shock absorber  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,186,50,124,68,22,,,,,,https://api.mybihr.com/medias/1043739-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTY2MjZ8aW1hZ2UvanBlZ3xhR001TDJneU1DODRPVGN3TXpFNE9UTTRNVFF5THpFd05ETTNNemt0TVY4NE1EQlhlRGd3TUVnfGFjNDU0NjIxOWViYTM0MGY4ODhlNjM3MDEzMTIxNWUxY2VmMGJiY2VjYTFhNzVkZTA4MmU4ODI1YjAxOGNkNzI,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021711,59418,KIT016,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,278.99,230.57,135.00,8033914070342,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1636,225,213,167,46,,,,,,https://api.mybihr.com/medias/1021711-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhREExTDJnd1pTODVNREV5TlRNek1UTXpNelF5THpFd01qRTNNVEV0TVY4NE1EQlhlRGd3TUVnfDIxMTllNWEyNGNhMmVhYTYwYmY5NDE5YWFkZDNhYmZiMmM4YmZmMTIzYzg0ODExN2ZkYTQzNzk5ZDFiMjM0YmI,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021720,59427,KIT030,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914076269,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1303,71,261,156,32,,,,,,https://api.mybihr.com/medias/1021720-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRFppTDJnM1pTODVNREV5TlRNME16RXlPVGt3THpFd01qRTNNakF0TVY4NE1EQlhlRGd3TUVnfGI3YTc0NmRlYzQzMTg0MWE4ZDY4YmViMWJkYThiMzA2NjNmZmJhOTZjYzg4NWQzMTU1MWEyZjQ3ZjAyZjZlYzU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021768,59475,KIT090,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,348.49,288.01,187.21,8033914127909,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1747,368,224,156,50,,,,,,https://api.mybihr.com/medias/1021768-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhREptTDJoaFl5ODRPVFk1TWpNMU5qWXdPRE13THpFd01qRTNOamd0TVY4NE1EQlhlRGd3TUVnfGIyMjkxNWMwYmJjOWE5MzJmODc4ZTI5MTJhNTlmYmRkOTQ1ZWQ5Mzg3NzViNWRlNTViZjZhZjYyYjAwZTFhNTk,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021742,59449,KIT058,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914113001,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1272,75,250,159,32,,,,,,https://api.mybihr.com/medias/1021742-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR00zTDJoak1DODRPVFk1TWpNd05UUTVNREl5THpFd01qRTNOREl0TVY4NE1EQlhlRGd3TUVnfDc0OTYzZGUwYjQyZWMwYjM1ZDEzNTdmMzJhMTc5MTg1MjRlZTc4NWE1Y2FkMmJjMTEwYjQ4N2YwNDgwYWI5NTM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021785,59492,KIT115,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,306.13,253.00,144.24,8033914009137,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,2441,407,229,146,73,,,,,,https://api.mybihr.com/medias/1021785-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR1V4TDJobE5TODRPVFk1TWpNNU1EQXpNVFkyTHpFd01qRTNPRFV0TVY4NE1EQlhlRGd3TUVnfGJmMTM5YjY2NDc5ZGUxNTUwMzVhZGY4MGYwMGRkYWIwZWE2MjY4MDNkMTgzNmYyMWZlMWRlZTJmZjZhMGMwNmQ,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021771,59478,KIT093,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,189.97,157.00,81.03,8033914137731,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1708,357,231,154,48,,,,,,https://api.mybihr.com/medias/1021771-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhREkxTDJnMU1DODRPVFk1TWpNMk1qVXdOalUwTHpFd01qRTNOekV0TVY4NE1EQlhlRGd3TUVnfDFjY2UxYzIyMWM5NDUxZDQ0YTI2YTIyODZkOTE5YjM5ZDMwMDZjNzE4OWM0OWJjMmY4N2E2YzYxNmUyYmU2Y2U,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021701,59556,A1012SSWNB,BITUBO,BITUB STEERING DAMPER RED,Cilindro amortiguador de dirección Bitubo color Rojo L.192mm,261.99,216.52,140.74,8033914143336,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7230,190,452,172,93,,Rojo,,,,https://api.mybihr.com/medias/1021701-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM5ODd8aW1hZ2UvanBlZ3xhR1ZpTDJoaVppODRPVFk1TWpJeU5EZzRNRGswTHpFd01qRTNNREV0TVY4NE1EQlhlRGd3TUVnfDRmMzY0M2MwYWI3YzJjYTdhYWNjYjY0MDI2NmQwMTkyM2NhZDFmNzFjZDNkZDczNDJhZjFlM2I2ZTk3YmM2NWU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021744,59451,KIT060,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,334.49,276.44,179.69,8033914113087,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1488,86,251,156,38,,,,,,https://api.mybihr.com/medias/1021744-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhREkzTDJoaU15ODRPVFk1TWpNd09UUXlNak00THpFd01qRTNORFF0TVY4NE1EQlhlRGd3TUVnfDQ0N2NmY2U3OWUwNmEzOTE3YjFlZDdmYjJlYmE2NmYyYzE2N2MzOGJiMzBlYjI3NTlhZGYwZWQxM2IwNGJiMGM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
